zip,zone,lat,lon
48821,5b,42.64,-84.64
49323,5b,42.72,-85.72
49047,5b,41.98,-86.11
49050,5b,42.52,-85.25
49726,4b,46,-83.67
48822,5b,42.8,-84.79
49727,4b,45.15,-85.13
48823,5b,42.73,-84.48
48824,5b,42.73,-84.48
48825,5b,42.73,-84.48
49051,5b,42.19,-85.24
48730,5a,44.28,-83.48
48827,5b,42.51,-84.65
49111,5b,41.98,-86.3
49728,4b,46.36,-85.03
48829,5a,43.4,-85.03
49112,5b,41.79,-86.08
49130,5b,41.78,-85.86
49629,5a,44.89,-85.4
48731,5a,43.81,-83.18
49729,4b,45.16,-85.24
49730,4b,45.06,-84.85
48831,5a,43.08,-84.39
48832,5a,43.42,-84.76
49630,5a,44.81,-86.05
49827,4b,46.11,-85.56
49829,4b,45.74,-87.08
48732,5a,43.61,-83.84
49631,5a,43.9,-85.27
49925,4b,46.54,-89.3
48733,5a,43.52,-83.54
48621,5a,44.71,-84.05
49632,5a,44.25,-85.08
48622,5a,43.83,-84.86
49831,4b,46,-87.85
49408,5b,42.59,-86.1
48834,5a,43.14,-85.08
49633,5a,44.57,-85.35
49834,4b,45.97,-87.75
49410,5a,44.04,-86.17
48835,5a,43,-84.74
48836,5b,42.66,-84.07
48734,5a,43.33,-83.74
49635,5a,44.63,-86.23
49733,5a,44.78,-84.73
48623,5a,43.52,-84.11
49325,5b,42.76,-85.31
49411,5a,44.1,-86.21
49412,5a,43.46,-85.95
49415,5a,43.12,-86.15
49052,5b,42.11,-85.35
49927,4b,46.05,-88.6
48735,5a,43.65,-83.24
49053,5b,42.29,-85.41
49113,5b,41.8,-86.49
49835,4b,45.77,-86.55
49735,4b,45.02,-84.67
49836,4b,46.25,-85.92
49837,4b,45.85,-87.02
48624,5a,43.98,-84.49
49636,5a,44.85,-86.04
48737,5a,44.56,-83.71
49055,5b,42.36,-85.87
49736,4b,46.08,-84.09
49838,4b,46.1,-85.7
49326,5a,43.25,-85.3
49417,5a,43.05,-86.22
49056,5b,42.4,-86.07
48837,5b,42.75,-84.74
49503,5b,42.96,-85.65
49504,5b,42.96,-85.65
49505,5b,42.96,-85.65
49506,5b,42.96,-85.65
49507,5b,42.96,-85.65
49508,5b,42.96,-85.65
49509,5b,42.96,-85.65
49512,5b,42.96,-85.65
49519,5b,42.89,-85.72
49525,5b,42.96,-85.65
49534,5b,42.97,-85.77
49544,5b,42.96,-85.65
49546,5b,42.96,-85.65
49548,5b,42.96,-85.65
49418,5b,42.9,-85.75
49327,5a,43.33,-85.81
49637,5a,44.66,-85.68
49738,5a,44.65,-84.7
48738,5a,44.54,-83.35
48838,5a,43.17,-85.25
49840,4b,45.98,-86.02
49841,4b,46.29,-87.43
48739,5a,44.38,-83.8
49419,5b,42.67,-86
49930,4a,47.13,-88.6
49740,4b,45.43,-84.98
49638,5a,44.3,-85.7
48625,5a,44.01,-84.8
48740,5a,44.65,-83.29
49420,5a,43.69,-86.36
49057,5b,42.2,-86.16
48840,5b,42.75,-84.4
49058,5b,42.65,-85.28
49743,4b,45.3,-83.9
48626,5a,43.41,-84.23
48841,5a,43.08,-84.19
49847,4b,45.71,-87.6
49744,4b,45,-83.66
49639,5a,43.84,-85.44
49421,5a,43.56,-86.04
49745,4b,46.03,-84.44
49060,5b,42.44,-85.37
49746,4b,45.06,-83.9
49423,5b,42.77,-86.1
49424,5b,42.77,-86.1
48842,5b,42.63,-84.52
49425,5a,43.41,-86.07
49640,5a,44.66,-86.02
48628,5a,43.79,-84.32
49328,5b,42.62,-85.76
49921,4a,47.09,-88.57
49931,4a,47.11,-88.56
48629,5a,44.31,-84.76
49329,5a,43.39,-85.46
48843,5b,42.6,-83.93
48855,5b,42.69,-83.88
49747,5a,44.8,-83.59
48845,5a,43.09,-84.84
49426,5b,42.86,-85.86
49642,5a,43.88,-85.8
49749,4b,45.41,-84.61
49848,4b,45.38,-87.61
49643,5a,44.65,-85.75
48846,5b,42.98,-85.05
49801,4b,45.82,-88.06
49802,4b,45.8,-88.09
49935,4b,46.09,-88.63
49644,5a,44.14,-85.91
49938,4b,46.45,-90.15
49849,4b,46.48,-87.66
48847,5a,43.29,-84.6
49428,5b,42.9,-85.82
49751,5a,44.98,-84.46
49061,5b,41.91,-85.81
49001,5b,42.27,-85.58
49002,5b,42.2,-85.59
49004,5b,42.27,-85.58
49006,5b,42.27,-85.58
49007,5b,42.27,-85.58
49008,5b,42.27,-85.58
49009,5b,42.27,-85.58
49024,5b,42.2,-85.59
49048,5b,42.24,-85.48
49645,5a,44.37,-86.01
49646,5a,44.73,-85.17
48631,5a,43.65,-83.94
49330,5a,43.21,-85.75
49648,5a,44.93,-85.36
49649,5a,44.58,-85.53
48741,5a,43.41,-83.18
49752,4b,46.26,-84.51
49753,4b,45.08,-83.73
48848,5b,42.89,-84.34
48632,5a,43.85,-85
49650,5a,44.72,-85.84
49651,5a,44.33,-85.2
49653,5a,44.97,-85.73
49945,4a,47.08,-88.4
48849,5b,42.78,-85.13
49116,5b,41.85,-86.66
48850,5a,43.44,-85.27
49946,4b,46.72,-88.28
48906,5b,42.7,-84.55
48910,5b,42.7,-84.55
48911,5b,42.7,-84.55
48912,5b,42.7,-84.55
48915,5b,42.7,-84.55
48917,5b,42.7,-84.55
48924,5b,42.7,-84.55
48933,5b,42.7,-84.55
49064,5b,42.21,-86.05
49065,5b,42.16,-85.84
49654,4b,45.01,-85.76
49066,5b,42.03,-85.35
49655,5a,44.03,-85.41
49755,4b,45.63,-84.76
49756,5a,44.88,-84.31
48742,5a,44.68,-83.41
48634,5a,43.73,-83.97
48743,4b,45.13,-83.98
49331,5b,42.93,-85.34
49431,5a,43.95,-86.44
48635,5a,44.43,-84.01
49656,5a,44.03,-85.68
48636,5a,44.61,-84.26
48851,5b,42.98,-84.94
49657,5a,44.22,-85.21
49853,4b,46.37,-85.74
49701,4b,45.77,-84.74
49659,5a,44.9,-85.06
49660,5a,44.24,-86.32
49854,4b,45.95,-86.25
49663,5a,44.41,-85.4
49664,5a,44.84,-85.86
49067,5b,42.02,-85.81
49947,4b,46.38,-89.68
49665,5a,44.1,-85.14
49435,5a,43.03,-85.82
49855,4b,46.55,-87.39
49068,5b,42.26,-84.95
49070,5b,42.53,-85.63
48854,5b,42.58,-84.44
49948,4b,46.77,-89.08
49071,5b,42.21,-85.78
48744,5a,43.33,-83.35
49436,5a,43.68,-86.41
49332,5a,43.61,-85.23
49072,5b,42,-85.45
49858,4b,45.12,-87.62
48637,5a,43.4,-84.33
49667,5a,44.31,-84.93
49668,5a,44.4,-85.71
49861,4b,46.53,-88.11
48856,5a,43.16,-84.77
49333,5b,42.71,-85.46
48640,5a,43.62,-84.22
48642,5a,43.62,-84.22
48745,5a,44.56,-83.41
49759,4b,45.33,-84.06
48746,5a,43.28,-83.52
48647,5a,44.66,-84.14
49950,4a,47.3,-88.37
49437,5a,43.41,-86.35
49760,4b,46.08,-85.01
49336,5a,43.49,-85.44
48857,5b,42.83,-84.17
48858,5a,43.59,-84.77
48860,5b,42.99,-84.93
48861,5b,42.76,-84.89
48747,5a,43.52,-83.77
49862,4b,46.4,-86.59
49440,5a,43.22,-86.25
49441,5a,43.22,-86.25
49442,5a,43.22,-86.25
49444,5a,43.22,-86.25
49445,5a,43.22,-86.25
49073,5b,42.6,-85.09
48748,5a,44.23,-83.71
49762,4b,46.11,-85.45
49866,4b,46.49,-87.59
49337,5a,43.42,-85.8
49868,4b,46.35,-85.5
49117,5b,41.79,-86.74
49446,5a,43.55,-86.34
49120,5b,41.83,-86.24
49952,4b,46.76,-88.79
49670,4b,45.13,-85.61
49870,4b,45.8,-87.91
49448,5a,43.07,-86.06
48649,5a,43.14,-84.16
48864,5b,42.7,-84.41
49076,5b,42.44,-84.92
48749,5a,44.04,-83.85
49765,4b,45.35,-84.22
49675,5a,44.36,-86.2
49953,4b,46.86,-89.31
48865,5a,43.06,-85.13
48750,5a,44.42,-83.33
49766,5a,44.9,-83.43
49078,5b,42.45,-85.69
48866,5a,43,-84.37
48754,5a,43.72,-83.26
48867,5b,42.99,-84.17
49768,4b,46.62,-85.03
49338,5a,43.77,-85.5
49079,5b,42.21,-85.89
49958,4b,46.82,-88.63
49769,4b,45.55,-84.78
49449,5a,43.78,-86.43
48871,5a,43.18,-84.67
49873,4b,45.87,-87.48
48872,5b,42.82,-84.22
49770,4b,45.36,-84.95
48873,5a,43,-84.84
49774,4b,46.16,-84.36
49339,5a,43.31,-85.49
48755,5a,43.82,-83.27
48650,5a,43.85,-83.96
49080,5b,42.44,-85.64
49775,4b,45.76,-84.46
48875,5b,42.87,-84.9
49776,4b,45.26,-83.69
48876,5b,42.62,-84.74
49874,4b,45.68,-87.52
48756,5a,44.19,-83.93
49777,4b,45.3,-83.46
48651,5a,44.3,-84.66
49450,5b,42.48,-86.09
49082,5b,41.94,-84.88
49876,4b,45.8,-87.99
49676,5a,44.83,-85.28
49878,4b,45.92,-86.97
49451,5a,43.18,-85.94
49677,5a,43.87,-85.5
48757,5a,43.45,-83.68
49340,5a,43.61,-85.1
49879,4b,46.4,-87.98
48613,5a,43.94,-84.13
48652,5a,43.9,-84.18
49083,5b,42.37,-85.45
48877,5a,43.38,-84.83
49880,4b,46.06,-87.16
49341,5a,43.12,-85.55
49342,5a,43.67,-85.32
49779,4b,45.42,-83.81
48653,5a,44.49,-84.58
48878,5a,43.69,-84.76
48654,5a,44.42,-84.11
49452,5a,43.5,-86.34
49780,4b,46.23,-84.6
48601,5a,43.41,-83.94
48602,5a,43.41,-83.94
48603,5a,43.41,-83.94
48604,5a,43.41,-83.94
48607,5a,43.41,-83.94
48609,5a,43.41,-83.94
48638,5a,43.41,-84.02
49881,4b,46.08,-88.07
48655,5a,43.29,-84.14
48656,5a,44.36,-84.41
49781,4b,45.86,-84.72
49782,4b,45.65,-85.55
48879,5a,43,-84.55
49085,5b,42.03,-86.45
48880,5a,43.4,-84.61
49343,5a,43.29,-85.51
48657,5a,43.67,-84.38
48881,5b,42.92,-85.2
49453,5b,42.65,-86.2
49783,4b,46.48,-84.36
49788,4b,46.24,-84.49
49125,5b,41.86,-86.55
49087,5b,42.11,-85.63
49088,5b,42.19,-85.41
49454,5a,43.95,-86.28
49679,5a,43.89,-85.18
48759,5a,43.73,-83.45
49883,4b,46.36,-85.97
49455,5a,43.61,-86.35
49344,5b,42.59,-85.63
48883,5a,43.52,-84.69
48884,5a,43.21,-85.07
49089,5b,42,-85.24
49884,4b,46.37,-86.48
48885,5a,43.25,-85.13
48760,5a,43.3,-83.27
48886,5a,43.42,-85.15
49885,4b,46.38,-87.23
49962,4b,46.89,-88.18
49126,5b,42.03,-86.38
49680,5a,44.63,-85.25
48761,5a,44.46,-83.88
49090,5b,42.4,-86.27
49886,4b,45.69,-87.51
49345,5a,43.15,-85.7
49456,5a,43.07,-86.19
48721,5a,44.81,-83.31
48762,5a,44.83,-83.46
48658,5a,43.98,-83.96
48888,5a,43.29,-85.07
49346,5a,43.58,-85.44
49887,4b,45.41,-87.6
48659,5a,44.03,-84.02
49127,5b,42.01,-86.52
49091,5b,41.8,-85.42
48889,5a,43.3,-84.81
48890,5b,42.76,-84.99
49682,5a,44.97,-85.65
48763,5a,44.27,-83.51
49092,5b,42.09,-84.98
49683,5a,44.52,-85.93
49128,5b,41.79,-86.61
49093,5b,41.94,-85.63
49965,4a,47,-88.75
49684,5a,44.75,-85.6
49685,5a,44.75,-85.6
49686,5a,44.75,-85.6
49696,5a,44.75,-85.6
49891,4b,46.2,-86.97
49967,4b,46.48,-89.02
49347,5a,43.31,-85.35
48765,5a,44.14,-83.78
49688,5a,44.1,-85.45
48766,5a,44.11,-83.8
49457,5a,43.36,-86.17
49094,5b,42.06,-85.14
49129,5b,41.81,-86.68
48767,5a,43.65,-83.46
49095,5b,41.91,-85.91
49795,4b,45.14,-84.66
48768,5a,43.37,-83.57
49096,5b,42.62,-85.02
48891,5a,43.39,-84.9
49097,5b,42.12,-85.53
49852,4b,45.77,-87.81
49892,4b,45.78,-87.87
49968,4b,46.47,-89.93
49459,5a,43.71,-86.12
49893,4b,45.35,-87.61
49969,4b,46.27,-89.18
49098,5b,42.18,-86.25
49970,4b,46.53,-88.6
49348,5b,42.67,-85.64
48892,5b,42.66,-84.18
48893,5a,43.69,-84.97
49894,4b,45.78,-87.06
49689,5a,44.21,-85.95
48661,5a,44.27,-84.23
49460,5b,42.91,-86.12
48894,5b,42.92,-84.79
49895,4b,46.38,-86.62
48662,5a,43.41,-84.43
49349,5a,43.55,-85.77
49461,5a,43.39,-86.34
49099,5b,41.79,-85.64
48770,5a,44.23,-83.8
49690,5a,44.76,-85.4
48895,5b,42.68,-84.28
49896,4b,45.7,-87.45
49799,4b,45.27,-84.6
48897,5b,42.72,-85.13
49464,5b,42.81,-86.01
60002,5b,42.47,-88.07
61001,5b,42.5,-90.09
60004,5b,42.09,-87.98
60005,5b,42.09,-87.98
60007,5b,42,-87.99
60008,5b,42.07,-88.02
61006,5b,41.86,-89.22
61007,5b,42.18,-89.59
60010,5b,42.15,-88.12
61008,5b,42.25,-88.84
60089,5b,42.16,-87.96
61010,5b,42.12,-89.25
61011,5b,42.4,-88.9
61012,5b,42.39,-88.74
60013,5b,42.2,-88.24
61014,5b,42.01,-89.88
61015,5b,41.99,-89.2
61016,5b,42.24,-88.96
60012,5b,42.23,-88.33
60014,5b,42.23,-88.33
61018,5b,42.38,-89.52
61019,5b,42.42,-89.41
61020,5b,42.1,-89.09
60015,5b,42.16,-87.84
60016,5b,42.03,-87.9
60018,5b,42.03,-87.9
61021,5b,41.84,-89.47
61024,5b,42.43,-89.32
61025,5b,42.49,-90.63
61028,5b,42.31,-90.22
60201,5b,42.04,-87.68
60202,5b,42.04,-87.68
60203,5b,42.04,-87.68
61030,5b,42.12,-89.57
60020,5b,42.41,-88.18
60021,5b,42.19,-88.21
61031,5b,41.84,-89.3
61032,5b,42.29,-89.63
61036,5b,42.42,-90.42
61038,5b,42.25,-88.73
61039,5b,42.21,-89.48
60022,5b,42.13,-87.76
60025,5b,42.07,-87.81
60026,5b,42.08,-87.82
60030,5b,42.34,-88.03
60031,5b,42.37,-87.93
61041,5b,42.25,-90.27
61042,5b,41.71,-89.55
60033,5b,42.42,-88.61
60034,5b,42.47,-88.42
60035,5b,42.18,-87.8
60037,5b,42.21,-87.81
60040,5b,42.19,-87.8
60041,5b,42.35,-88.15
60042,5b,42.27,-88.2
60043,5b,42.08,-87.71
61044,5b,42.31,-89.9
60044,5b,42.28,-87.85
60045,5b,42.23,-87.85
60046,5b,42.41,-88.08
60047,5b,42.19,-88.08
61046,5b,42.1,-89.83
61047,5b,42.12,-89.4
61048,5b,42.38,-89.82
60048,5b,42.28,-87.96
60069,5b,42.19,-87.91
61049,5b,42.03,-89.02
61050,5b,42.43,-89.73
60050,5b,42.34,-88.29
60051,5b,42.34,-88.29
61051,5b,41.96,-89.77
61052,5b,42.11,-89
60053,5b,42.04,-87.78
61053,5b,42.09,-89.97
61054,5b,42.04,-89.43
60056,5b,42.06,-87.93
60060,5b,42.26,-88
60061,5b,42.23,-87.96
60062,5b,42.12,-87.83
60064,5b,42.31,-87.85
60088,5b,42.3,-87.85
61060,5b,42.46,-89.64
61061,5b,42.01,-89.33
60067,5b,42.11,-88.04
60074,5b,42.11,-88.04
60068,5b,42.01,-87.84
61062,5b,42.26,-89.82
61063,5b,42.3,-89.35
61064,5b,41.98,-89.57
61065,5b,42.36,-88.82
60070,5b,42.1,-87.92
60071,5b,42.48,-88.3
61067,5b,42.29,-89.47
60072,5b,42.4,-88.29
61068,5b,41.91,-89.06
61070,5b,42.41,-89.47
61071,5b,41.77,-89.69
61101,5b,42.27,-89.06
61102,5b,42.27,-89.06
61103,5b,42.27,-89.06
61104,5b,42.27,-89.06
61107,5b,42.27,-89.06
61108,5b,42.27,-89.06
61109,5b,42.27,-89.06
61111,5b,42.33,-89.01
61112,5b,42.27,-89.06
61114,5b,42.27,-89.06
61115,5b,42.36,-89.03
61072,5b,42.44,-89.06
61073,5b,42.41,-89
60073,5b,42.34,-88.11
61074,5b,42.09,-90.13
61075,5b,42.47,-90.25
61078,5b,42.15,-89.74
60076,5b,42.03,-87.73
60077,5b,42.03,-87.73
61080,5b,42.48,-89.03
60081,5b,42.44,-88.24
61081,5b,41.79,-89.69
61084,5b,42.1,-89.17
61085,5b,42.35,-90
60083,5b,42.43,-87.92
61087,5b,42.49,-89.99
60084,5b,42.26,-88.13
60085,5b,42.37,-87.86
60087,5b,42.37,-87.86
60090,5b,42.13,-87.92
60091,5b,42.07,-87.72
61088,5b,42.26,-89.24
60093,5b,42.1,-87.74
61089,5b,42.49,-89.79
60096,5b,42.47,-87.82
60097,5b,42.38,-88.36
60098,5b,42.31,-88.43
60099,5b,42.45,-87.84
54405,5a,44.94,-90.31
54101,5a,44.78,-88.06
53910,5a,43.95,-89.81
53001,5a,43.62,-87.94
53502,5b,42.7,-89.43
54201,5a,44.6,-87.44
53002,5a,43.47,-88.35
54909,5a,44.26,-89.4
54102,4b,45.5,-88
54406,5a,44.44,-89.28
54407,5a,44.46,-89.31
54408,4b,45.01,-89.2
54409,4b,45.14,-89.15
54430,4b,45.15,-88.84
54911,5a,44.26,-88.39
54913,5a,44.26,-88.39
54914,5a,44.26,-88.39
54915,5a,44.26,-88.39
53503,5a,43.16,-89.91
54511,4b,45.66,-88.88
53504,5b,42.7,-89.86
53911,5a,43.33,-89.37
54103,4b,45.65,-88.44
54410,5a,44.54,-90.03
54104,4b,45.43,-88.09
54411,4b,45.03,-90.07
54412,5a,44.62,-90.01
53505,5b,42.65,-88.83
53506,5a,43.18,-90.32
53801,5b,42.9,-91.09
54202,4b,45.06,-87.12
54921,5a,44.31,-89.51
53913,5a,43.46,-89.74
53507,5a,43.01,-89.89
54922,5a,44.53,-88.72
53916,5a,43.46,-88.83
53004,5a,43.5,-87.85
53508,5b,42.86,-89.53
53510,5b,42.73,-90.33
53511,5b,42.52,-89.02
53803,5b,42.57,-90.38
54923,5a,43.97,-88.95
53103,5b,42.88,-88.2
54414,5a,44.93,-89.2
54106,5a,44.47,-88.45
53515,5a,43.13,-89.74
53516,5b,42.8,-89.86
53804,5b,42.89,-90.92
53517,5a,43.02,-89.82
53518,5a,43.18,-90.57
54107,5a,44.74,-88.44
53805,5a,43.13,-90.7
53827,5a,43.09,-90.79
54512,4b,46.11,-89.63
54416,5a,44.86,-88.98
53919,5a,43.73,-88.78
54513,4b,45.56,-90.11
53920,5a,43.68,-89.57
54110,5a,44.17,-88.06
53104,5b,42.54,-88.02
53520,5b,42.61,-89.37
53005,5a,43.06,-88.11
53045,5a,43.06,-88.11
53521,5b,42.85,-89.37
53006,5a,43.61,-88.49
53522,5b,42.57,-89.79
54204,5a,44.73,-87.63
53105,5b,42.67,-88.27
53922,5a,43.52,-88.7
53007,5a,43.1,-88.07
54514,4b,46.01,-90.49
53108,5b,42.82,-87.93
53923,5a,43.54,-89.11
53523,5a,43,-89.01
53010,5a,43.59,-88.28
54928,5a,44.71,-88.88
53011,5a,43.65,-88
54205,5a,44.55,-87.61
53806,5b,42.71,-90.99
54515,4b,45.53,-90.53
53924,5a,43.52,-90.19
54111,5a,44.81,-88.44
53012,5a,43.29,-87.98
53013,5a,43.56,-87.82
54420,5a,44.63,-90.35
53014,5a,44.02,-88.16
54517,4b,46.15,-90.91
53015,5a,43.91,-87.75
53525,5b,42.55,-88.86
54929,5a,44.62,-88.75
53526,5b,42.96,-90.32
54421,5a,44.9,-90.31
54112,4b,45.07,-88.03
53017,5a,43.2,-88.25
54930,5a,44.03,-89.51
53925,5a,43.33,-89.02
54113,5a,44.26,-88.31
54519,4b,46.04,-89.25
53527,5a,43.08,-89.2
54520,4b,45.56,-88.89
54114,4b,45.23,-88
53528,5a,43.11,-89.64
53807,5b,42.6,-90.43
53110,5b,42.94,-87.86
54422,5a,44.95,-90.43
54423,5a,44.5,-89.41
53926,5a,43.68,-89.19
53529,5a,43.25,-89.5
53114,5b,42.6,-88.71
53530,5b,42.68,-90.11
54418,4b,45.2,-89.01
54424,4b,45.23,-89.16
54462,4b,45.36,-89.01
53531,5a,43.05,-89.07
53532,5a,43.24,-89.34
53018,5a,43.06,-88.39
53115,5b,42.62,-88.63
54208,5a,44.34,-87.82
54115,5a,44.43,-88.07
53533,5b,42.96,-90.13
54425,4b,45,-90.33
53118,5a,43.01,-88.47
53119,5b,42.87,-88.47
54521,4b,45.92,-89.25
53120,5b,42.78,-88.39
53019,5a,43.69,-88.36
54426,5a,44.92,-89.96
53534,5b,42.83,-89.07
54209,4b,45.04,-87.29
54427,5a,44.86,-89.21
54428,4b,45.43,-89.18
54932,5a,43.84,-88.64
53020,5a,43.83,-88.01
53121,5b,42.67,-88.54
54210,4b,45.25,-87.06
53122,5a,43.04,-88.08
53929,5a,43.74,-90.27
53930,5a,43.71,-89.46
53536,5b,42.77,-89.29
53932,5a,43.38,-89.04
54120,4b,45.75,-88.43
53809,5b,42.98,-90.65
54524,4b,45.87,-90.42
54212,4b,45.13,-87.23
54121,4b,45.93,-88.25
54935,5a,43.77,-88.44
54937,5a,43.77,-88.44
53125,5b,42.54,-88.55
54123,5a,44.21,-88.15
54213,5a,44.69,-87.47
53538,5b,42.92,-88.84
53933,5a,43.56,-88.91
53126,5b,42.79,-87.99
53021,5a,43.46,-87.95
54940,5a,44.25,-88.87
53934,5a,43.97,-89.82
53128,5b,42.5,-88.32
53022,5a,43.23,-88.12
54525,4b,46.42,-90.22
54124,5a,44.88,-88.3
54433,4b,45.16,-90.8
54435,4b,45.3,-89.5
53023,5a,43.79,-88.04
54526,4b,45.49,-90.89
53810,5b,42.83,-91.06
54527,4b,46.13,-90.57
54125,4b,45.63,-88.34
53024,5a,43.31,-87.95
53936,5a,43.89,-89.71
54436,5a,44.58,-90.46
53541,5b,42.57,-90.02
54301,5a,44.52,-87.98
54302,5a,44.52,-87.98
54303,5a,44.52,-87.98
54304,5a,44.52,-87.98
54311,5a,44.52,-87.98
54313,5a,44.52,-87.98
53129,5b,42.93,-88
54941,5a,43.84,-88.95
54126,5a,44.31,-88.09
54942,5a,44.29,-88.53
54437,5a,44.77,-90.6
54128,5a,44.84,-88.78
53130,5b,42.94,-88.04
53132,5b,42.88,-88
54943,5a,44.13,-89.52
54529,4b,45.66,-89.65
53027,5a,43.32,-88.38
53029,5a,43.09,-88.34
54440,5a,44.88,-89.33
54530,4b,45.51,-90.71
53811,5b,42.53,-90.43
54531,4b,45.79,-89.71
53137,5a,43.01,-88.71
53543,5a,43.04,-90.37
54129,5a,44.14,-88.15
53937,5a,43.38,-90.16
53544,5b,42.87,-89.93
53032,5a,43.44,-88.63
54944,5a,44.33,-88.63
53033,5a,43.23,-88.24
54534,4b,46.44,-90.19
53034,5a,43.34,-88.6
54945,5a,44.5,-89.12
54442,4b,45.34,-89.66
53035,5a,43.39,-88.53
53036,5a,43.16,-88.58
53037,5a,43.32,-88.16
53545,5b,42.68,-89.01
53546,5b,42.68,-89.01
53548,5b,42.68,-89.07
53549,5a,43,-88.8
53038,5a,43.07,-88.77
53550,5b,42.55,-89.49
54443,5a,44.59,-89.76
53039,5a,43.4,-88.7
53139,5b,42.7,-88.12
54130,5a,44.27,-88.26
54537,4b,45.53,-90.58
53140,5b,42.58,-87.85
53142,5b,42.58,-87.85
53143,5b,42.58,-87.85
53144,5b,42.58,-87.85
54135,5a,44.88,-88.63
53040,5a,43.52,-88.23
54216,5a,44.46,-87.51
53042,5a,43.91,-88.03
54136,5a,44.27,-88.34
53044,5a,43.73,-87.77
54127,5a,44.79,-88.26
54137,5a,44.75,-88.25
54171,5a,44.71,-88.06
54538,4b,45.97,-89.9
53147,5b,42.58,-88.42
53551,5a,43.07,-88.9
54539,4b,45.81,-89.59
54138,4b,45.29,-88.51
53813,5b,42.84,-90.7
54540,4b,46.16,-89.23
53046,5a,43.15,-88.16
54541,4b,45.56,-88.68
54947,5a,44.18,-88.61
53941,5a,43.58,-90.13
54139,5a,44.95,-88.05
54948,5a,44.76,-88.83
53553,5b,42.91,-90.27
54140,5a,44.28,-88.31
54141,5a,44.71,-88.01
53554,5b,42.9,-90.43
53555,5a,43.31,-89.53
53943,5a,43.43,-90.03
53048,5a,43.58,-88.44
53556,5a,43.18,-90.2
54542,4b,45.83,-88.66
53557,5a,43.33,-88.82
54446,5a,44.73,-90.49
54447,4b,45.07,-90.72
54217,5a,44.54,-87.7
53944,5a,43.71,-89.89
53558,5a,43.01,-89.29
53562,5a,43.1,-89.5
53593,5b,42.98,-89.53
53703,5a,43.07,-89.38
53704,5a,43.07,-89.38
53705,5a,43.07,-89.38
53706,5a,43.07,-89.38
53711,5a,43.07,-89.38
53713,5a,43.07,-89.38
53714,5a,43.07,-89.38
53715,5a,43.07,-89.38
53716,5a,43.07,-89.38
53717,5a,43.07,-89.38
53718,5a,43.07,-89.38
53719,5a,43.07,-89.38
53725,5a,43.07,-89.38
53726,5a,43.07,-89.38
53744,5a,43.07,-89.38
53049,5a,43.88,-88.28
54949,5a,44.46,-88.92
54545,4b,46.13,-89.88
54220,5a,44.09,-87.67
54448,5a,44.98,-89.89
54227,5a,44.27,-87.8
54143,4b,45.08,-87.62
54950,5a,44.67,-88.88
53946,5a,43.7,-88.98
53559,5a,43.17,-89.06
54441,5a,44.64,-90.1
54449,5a,44.66,-90.17
53948,5a,43.8,-90.08
53050,5a,43.49,-88.54
53560,5a,43.17,-89.79
54451,4b,45.13,-90.34
54546,4b,46.32,-90.66
54952,5a,44.21,-88.43
53051,5a,43.14,-88.12
54547,4b,46.16,-90.06
54452,4b,45.18,-89.7
53561,5a,43.37,-89.62
54454,5a,44.6,-89.85
53563,5b,42.77,-88.94
53202,5a,43.06,-87.96
53203,5a,43.06,-87.96
53204,5a,43.06,-87.96
53205,5a,43.06,-87.96
53206,5a,43.06,-87.96
53207,5a,43.06,-87.96
53208,5a,43.06,-87.96
53209,5a,43.06,-87.96
53210,5a,43.06,-87.96
53211,5a,43.06,-87.96
53212,5a,43.06,-87.96
53213,5a,43.06,-87.96
53214,5a,43.06,-87.96
53215,5a,43.06,-87.96
53216,5a,43.06,-87.96
53217,5a,43.06,-87.96
53218,5a,43.06,-87.96
53219,5a,43.06,-87.96
53220,5a,43.06,-87.96
53221,5a,43.06,-87.96
53222,5a,43.06,-87.96
53223,5a,43.06,-87.96
53224,5a,43.06,-87.96
53225,5a,43.06,-87.96
53226,5a,43.06,-87.96
53227,5a,43.06,-87.96
53228,5a,43.06,-87.96
53233,5a,43.06,-87.96
53235,5b,42.97,-87.87
53565,5b,42.86,-90.18
54548,4b,45.86,-89.69
54228,5a,44.23,-87.64
53566,5b,42.59,-89.64
53949,5a,43.79,-89.33
53569,5b,42.97,-90.43
53570,5b,42.74,-89.58
54550,4b,46.43,-90.23
54565,4b,46.36,-90.4
54455,5a,44.78,-89.68
54149,4b,45.18,-88.48
53057,5a,43.82,-88.24
53816,5b,42.96,-90.85
53572,5a,43,-89.73
53149,5b,42.86,-88.33
53573,5a,43.18,-90.43
53150,5b,42.89,-88.12
53058,5a,43.09,-88.4
54956,5a,44.16,-88.47
54456,5a,44.56,-90.59
54457,5a,44.31,-89.9
54150,5a,44.98,-88.82
53059,5a,43.3,-88.51
54960,5a,43.96,-89.21
54229,5a,44.53,-87.83
53574,5b,42.81,-89.63
53061,5a,43.94,-88.09
53950,5a,43.87,-90.16
54961,5a,44.39,-88.73
53063,5a,43.99,-87.73
54151,4b,45.78,-88
53951,5a,43.45,-89.86
53153,5b,42.93,-88.39
53154,5b,42.88,-87.89
53065,5a,43.68,-88.54
53066,5a,43.1,-88.49
54153,5a,44.89,-87.86
54154,5a,44.87,-88.14
54962,5a,44.45,-89.03
54459,4b,45.44,-90.29
